meanfreq,sd,median,Q25,Q75,IQR,sp.ent,sfm,mode,meanfun,label
0.17371648,0.05688757,0.180630182,0.12212272,0.209419569,0.087296849,0.919203255,0.448022567,0.177379768,0.119002204,male
0.173448805,0.065076654,0.178693467,0.110686767,0.224187605,0.113500838,0.920972256,0.47476966,0.090050251,0.127933369,male
0.170723428,0.062430206,0.174641288,0.116837482,0.216046852,0.09920937,0.940813213,0.53521464,0.195959004,0.122621288,male
0.188543013,0.060140499,0.19186747,0.149698795,0.238253012,0.088554217,0.918349625,0.405334287,0.180060241,0.111889581,male
0.170042567,0.064567901,0.192469775,0.106873921,0.215682211,0.10880829,0.934263692,0.599682589,0.194887737,0.121085852,male
0.180650961,0.062564524,0.198238173,0.121957586,0.232495922,0.110538336,0.937485938,0.553037655,0.194584013,0.125288842,male
0.178873357,0.058085349,0.18870674,0.130054645,0.212167577,0.082112933,0.908828887,0.406652913,0.192276867,0.116109922,male
0.174273983,0.057816442,0.191210526,0.116052632,0.218473684,0.102421053,0.91801253,0.368085585,0.199315789,0.117071916,male
0.177669976,0.065541398,0.181637931,0.114655172,0.228706897,0.114051724,0.919954965,0.511310533,0.181637931,0.113763033,male
0.18236181,0.058159608,0.193629032,0.127016129,0.211129032,0.084112903,0.877243429,0.325940379,0.205483871,0.111750169,male
0.175634123,0.059548155,0.192817133,0.118088962,0.222800659,0.104711697,0.924591446,0.453599536,0.198813839,0.1248582,male
0.178535925,0.057604645,0.18893913,0.138295652,0.206469565,0.068173913,0.903636266,0.3963962,0.20013913,0.13361574,male
0.172349346,0.064658574,0.187145299,0.105299145,0.209641026,0.10434188,0.919737054,0.529760727,0.095247863,0.121944564,male
0.16482457,0.071676082,0.178736383,0.098823529,0.210457516,0.111633987,0.935246882,0.64271513,0.18788671,0.126560976,male
0.174892325,0.055032253,0.183887147,0.119373041,0.207147335,0.087774295,0.905661466,0.351681276,0.201442006,0.112162311,male
0.168164372,0.066333508,0.179142367,0.110463122,0.213241852,0.102778731,0.950347122,0.666763876,0.193070326,0.131661886,male
0.171409029,0.060725375,0.19,0.109047619,0.208571429,0.09952381,0.909826888,0.500631312,0.195238095,0.117953144,male
0.178765123,0.0609274,0.183448276,0.131417625,0.22045977,0.089042146,0.930066367,0.503260793,0.278390805,0.112631538,male
0.177693858,0.060015938,0.186417112,0.110802139,0.219358289,0.10855615,0.893263542,0.350958391,0.168449198,0.117193178,male
0.179716144,0.056663031,0.188542714,0.121943049,0.223718593,0.101775544,0.922716655,0.370794616,0.219028476,0.118620143,male
0.173709455,0.059889735,0.179829642,0.117819421,0.218943782,0.101124361,0.938267117,0.535185926,0.175059625,0.119022366,male
0.173720512,0.056625365,0.185136612,0.114754098,0.21420765,0.099453552,0.914315992,0.41644568,0.191256831,0.120717294,male
0.178254336,0.053752348,0.19041876,0.117252931,0.219028476,0.101775544,0.891691279,0.296862553,0.189949749,0.11436113,male
0.166184378,0.069486359,0.182024867,0.096980462,0.202912966,0.105932504,0.906953856,0.528209186,0.188490231,0.114281275,male
0.178720688,0.058594037,0.186512397,0.120330579,0.230016529,0.10968595,0.926339465,0.432669209,0.235570248,0.118034404,male
0.168698613,0.062554538,0.187945205,0.105479452,0.208082192,0.10260274,0.920136094,0.532073726,0.195136986,0.130612305,male
0.166478636,0.061180066,0.181754386,0.108684211,0.202017544,0.093333333,0.916918397,0.519853201,0.186666667,0.113172043,male
0.1706137,0.055681306,0.179130435,0.132753623,0.195362319,0.062608696,0.901121416,0.416498646,0.180289855,0.124998038,male
0.182887691,0.059897769,0.189090909,0.127272727,0.232727273,0.105454545,0.936616357,0.48090826,0.188571429,0.147472372,male
0.17379945,0.059243439,0.186290323,0.116854839,0.211129032,0.094274194,0.920132661,0.49788787,0.19983871,0.12833326,male
0.176938283,0.058304068,0.191264368,0.115402299,0.213793103,0.098390805,0.895976564,0.418023832,0.188045977,0.125012128,male
0.17768078,0.061211872,0.182608696,0.133913043,0.21426087,0.080347826,0.899282031,0.436254011,0.174330435,0.129440649,male
0.167731744,0.066224783,0.171886121,0.112597865,0.22519573,0.112597865,0.953210083,0.634647974,0.173380783,0.126106863,male
0.181036339,0.059324503,0.189328859,0.13295302,0.225033557,0.092080537,0.935145815,0.501281602,0.205302013,0.112473352,male
0.174991748,0.054608344,0.188442907,0.118685121,0.209757785,0.091072664,0.899892484,0.368654765,0.197647059,0.106991824,male
0.177527038,0.05760106,0.190017094,0.120615385,0.217299145,0.096683761,0.921580649,0.473949968,0.188581197,0.121318856,male
0.176746255,0.057544346,0.192840467,0.124747082,0.210272374,0.085525292,0.896270328,0.458454822,0.195564202,0.145738497,male
0.171547961,0.065804842,0.189052632,0.110315789,0.216421053,0.106105263,0.935737882,0.59832555,0.201684211,0.122665736,male
0.175583481,0.06082766,0.18066087,0.126608696,0.207443478,0.080834783,0.901592743,0.44241012,0.181147826,0.108809217,male
0.182465049,0.072544522,0.192654867,0.131946903,0.252123894,0.120176991,0.939798388,0.590015121,0.277212389,0.124485842,male
0.160307998,0.058925137,0.165,0.103666667,0.197666667,0.094,0.935770773,0.534223135,0.187,0.087385478,male
0.153381674,0.070907608,0.155608919,0.098136078,0.211640938,0.11350486,0.963071479,0.735318329,0.093493425,0.101207033,male
0.197027156,0.060146163,0.217823529,0.133,0.253235294,0.120235294,0.885384075,0.320608285,0.253647059,0.132534513,male
0.181555987,0.065929432,0.191240429,0.131209801,0.235834609,0.104624809,0.926799664,0.547278864,0.230689127,0.149405943,male
0.189057081,0.073953106,0.213918306,0.130892587,0.255854766,0.124962179,0.932642656,0.564268532,0.271527988,0.13362388,male
0.183170844,0.064422599,0.20341534,0.124804631,0.237858177,0.113053546,0.922504828,0.520097705,0.236237337,0.144830538,male
0.201951304,0.059686013,0.230379747,0.140886076,0.252974684,0.112088608,0.891332877,0.351251601,0.252974684,0.132170727,male
0.202283577,0.061546905,0.231223404,0.135904255,0.250212766,0.114308511,0.896097506,0.35696935,0.23643617,0.128483539,male
0.194957222,0.062557836,0.227680412,0.130618557,0.248608247,0.117989691,0.885968737,0.356487388,0.254742268,0.134626466,male
0.199756397,0.059357101,0.228474576,0.134915254,0.245762712,0.110847458,0.882980848,0.309004039,0.244745763,0.132326317,male
0.194016496,0.05831199,0.216829268,0.136585366,0.243719512,0.107134146,0.898994243,0.323755624,0.235609756,0.126112118,male
0.203814537,0.062501048,0.226578947,0.142947368,0.256052632,0.113105263,0.901609765,0.414699638,0.257526316,0.128787607,male
0.186891409,0.065908317,0.21989899,0.127626263,0.241818182,0.114191919,0.906023373,0.45533941,0.232272727,0.131759211,male
0.171490287,0.0709614,0.174129353,0.119800995,0.23681592,0.117014925,0.936195389,0.594687403,0.125373134,0.120088681,male
0.180849359,0.066607438,0.186666667,0.126404199,0.242519685,0.116115486,0.925316571,0.53647285,0.125669291,0.134678374,male
0.198585268,0.05869109,0.222864385,0.138048162,0.247351077,0.109302915,0.891770807,0.371898781,0.248060837,0.128648886,male
0.194210617,0.057747742,0.213587116,0.136515373,0.243103953,0.10658858,0.902016634,0.306216375,0.24556369,0.127155848,male
0.195171422,0.063780416,0.223468835,0.137344173,0.249268293,0.111924119,0.916565861,0.455478933,0.233712737,0.124391977,male
0.193038704,0.058895246,0.21530303,0.132222222,0.242525253,0.11030303,0.900591475,0.370345243,0.119141414,0.126359687,male
0.189761258,0.059864418,0.1995,0.1309,0.24885,0.11795,0.898308295,0.33266408,0.1295,0.134528873,male
0.186118513,0.058503603,0.17077748,0.136246649,0.242091153,0.105844504,0.908130652,0.361051957,0.14075067,0.125718208,male
0.194248134,0.066107707,0.203152174,0.134293478,0.259836957,0.125543478,0.913040763,0.472265059,0.262880435,0.146746174,male
0.198868838,0.061917027,0.22488189,0.136692913,0.253910761,0.117217848,0.897516502,0.386697805,0.252440945,0.146562391,male
0.193155389,0.066994936,0.209278351,0.138195876,0.252216495,0.114020619,0.906531584,0.462571346,0.140360825,0.143489618,male
0.185934699,0.062721291,0.179352641,0.141192504,0.237069847,0.095877342,0.924279346,0.498183723,0.159795571,0.128266357,male
0.195200787,0.061043124,0.215908441,0.140200286,0.249556509,0.109356223,0.894347643,0.345574305,0.143805436,0.138503684,male
0.207271491,0.058259987,0.236007394,0.143881701,0.255674677,0.111792976,0.871855263,0.244380123,0.249981516,0.12102799,male
0.189288164,0.068130766,0.202834646,0.130519685,0.249574803,0.119055118,0.912826607,0.48375124,0.252661417,0.128718225,male
0.18898465,0.065870095,0.200430108,0.132043011,0.250322581,0.11827957,0.914484021,0.471985554,0.131612903,0.124752915,male
0.188838665,0.059059938,0.176418919,0.140472973,0.249256757,0.108783784,0.898751868,0.372921911,0.142837838,0.140678135,male
0.20154104,0.06298613,0.226173752,0.135600739,0.257227357,0.121626617,0.886685816,0.346881679,0.265508318,0.146439143,male
0.190851697,0.053773543,0.187133333,0.147,0.250133333,0.103133333,0.896657544,0.31429904,0.147,0.130284112,male
0.183464659,0.074338323,0.189102773,0.129265905,0.253964111,0.124698206,0.945124151,0.630812662,0.2662969,0.154437033,male
0.189989773,0.066268409,0.180354267,0.134814815,0.25610306,0.121288245,0.895766331,0.413779174,0.134363929,0.136140453,male
0.190401884,0.062086689,0.178772803,0.137910448,0.253996683,0.116086235,0.902126722,0.378640095,0.272570481,0.123889229,male
0.195709892,0.061262296,0.195902778,0.139027778,0.255694444,0.116666667,0.90078553,0.372032971,0.266388889,0.14259026,male
0.192631692,0.059165512,0.181125,0.140875,0.2515625,0.1106875,0.904050635,0.378216518,0.126,0.133211012,male
0.182869213,0.072265927,0.196690141,0.125704225,0.246971831,0.121267606,0.925274136,0.53749145,0.245,0.13402138,male
0.201080789,0.059303328,0.220290792,0.136607431,0.257382876,0.120775444,0.890206163,0.270385354,0.259644588,0.125249459,male
0.198930472,0.060498749,0.221571816,0.139620596,0.254579946,0.11495935,0.89623986,0.340676766,0.245474255,0.140248164,male
0.179406948,0.05875628,0.168984375,0.14328125,0.23734375,0.0940625,0.914112226,0.453986749,0.168984375,0.135029853,male
0.1815596,0.078562234,0.183623188,0.125289855,0.254637681,0.129347826,0.927683263,0.551485892,0.247536232,0.13237615,male
0.193197025,0.05766641,0.206846847,0.136216216,0.247207207,0.110990991,0.897719273,0.317131013,0.25427027,0.132197611,male
0.19795475,0.057826078,0.225687382,0.135517891,0.244143126,0.108625235,0.884934111,0.316922889,0.243615819,0.139392248,male
0.195744768,0.062185775,0.224926471,0.133308824,0.250147059,0.116838235,0.880382788,0.335836255,0.2275,0.136126185,male
0.19633659,0.058613277,0.223012821,0.13775641,0.245897436,0.108141026,0.898984746,0.376186813,0.245897436,0.131555864,male
0.17316515,0.071724364,0.160944882,0.128314961,0.24296063,0.114645669,0.946768856,0.639314478,0.246047244,0.135477245,male
0.195209758,0.062454147,0.21958132,0.137069243,0.250692432,0.113623188,0.880039556,0.330104587,0.239871176,0.140711236,male
0.203381046,0.056888248,0.227455013,0.150437018,0.245809769,0.095372751,0.903996405,0.381190116,0.240411311,0.126410707,male
0.199582915,0.060125144,0.227225131,0.135357766,0.250191972,0.114834206,0.894712812,0.358923313,0.236020942,0.13212904,male
0.191324489,0.062535612,0.214681892,0.127895595,0.245285481,0.117389886,0.908317753,0.439595407,0.126068515,0.123961884,male
0.192299761,0.062510107,0.217989779,0.130221465,0.247086882,0.116865417,0.899887494,0.400098663,0.245655877,0.134045699,male
0.19137379,0.060052206,0.18247191,0.138426966,0.250505618,0.112078652,0.89993992,0.345079189,0.134101124,0.136617469,male
0.194149909,0.058646986,0.218569157,0.136216216,0.247503975,0.111287758,0.885757784,0.274199023,0.252845787,0.133796638,male
0.195219947,0.070484708,0.226527778,0.136111111,0.256666667,0.120555556,0.918393306,0.516266236,0.254236111,0.144158913,male
0.195376387,0.05986422,0.215007299,0.14020438,0.246072993,0.105868613,0.916396389,0.423057202,0.235036496,0.138978448,male
0.196317326,0.055758273,0.212592593,0.135246914,0.243271605,0.108024691,0.900923195,0.31915428,0.242407407,0.134775967,male
0.190720011,0.059821282,0.186512397,0.141619835,0.243900826,0.102280992,0.920967884,0.467346207,0.243438017,0.14461354,male
0.188357597,0.057787483,0.184366197,0.132605634,0.242535211,0.109929577,0.9049968,0.381319594,0.126690141,0.141513483,male
0.190408638,0.068893439,0.220164384,0.128109589,0.247780822,0.119671233,0.916128359,0.496524671,0.119671233,0.140188867,male
0.192154407,0.057609999,0.195733333,0.1408,0.246933333,0.106133333,0.89099092,0.333138044,0.249066667,0.129940712,male
0.20124058,0.060960996,0.230938053,0.13380531,0.250761062,0.116955752,0.879403653,0.293514619,0.239858407,0.130457383,male
0.204075413,0.063821001,0.232946058,0.137676349,0.266639004,0.128962656,0.857613359,0.255775527,0.277095436,0.129989626,male
0.185768646,0.057847833,0.183956443,0.130090744,0.236805808,0.106715064,0.886243733,0.322636868,0.233248639,0.121224962,male
0.187477037,0.06038199,0.216820513,0.122529915,0.238358974,0.11582906,0.878781326,0.353811879,0.118222222,0.115284385,male
0.1895152,0.061802273,0.209072848,0.126556291,0.246622517,0.120066225,0.896845151,0.358082406,0.250331126,0.126695697,male
0.193832154,0.058964239,0.227987616,0.124396285,0.240557276,0.116160991,0.856160788,0.259823701,0.1174613,0.115723055,male
0.189063477,0.059923677,0.218805031,0.126352201,0.244779874,0.118427673,0.878510055,0.254670979,0.126352201,0.118071697,male
0.191921183,0.065011112,0.189603283,0.13253078,0.258932969,0.126402189,0.879829161,0.301958351,0.136361149,0.128070967,male
0.201305719,0.06169659,0.232041522,0.132249135,0.257231834,0.124982699,0.874538603,0.294794207,0.258685121,0.113616151,male
0.1959379,0.058575805,0.221582734,0.136978417,0.245251799,0.108273381,0.89737576,0.322004064,0.242230216,0.115817137,male
0.196839488,0.06178795,0.226819222,0.13006865,0.250526316,0.120457666,0.867974305,0.270169877,0.249885584,0.119334903,male
0.193357293,0.060101575,0.219110379,0.132388797,0.245403624,0.113014827,0.895910918,0.290760817,0.232948929,0.126699418,male
0.198356889,0.061187311,0.228532884,0.136458685,0.252141653,0.115682968,0.883968596,0.29610147,0.234198988,0.11410656,male
0.191380524,0.061229701,0.22047619,0.127619048,0.243809524,0.116190476,0.88098136,0.297798339,0.233809524,0.11757432,male
0.200303165,0.061665461,0.229963899,0.135451264,0.256245487,0.120794224,0.886318149,0.313936063,0.256245487,0.127035948,male
0.203362756,0.060086988,0.227413509,0.136079077,0.25416804,0.118088962,0.877562067,0.234246749,0.230181219,0.131571678,male
0.194851425,0.060805297,0.212342007,0.13739777,0.250855019,0.113457249,0.889112333,0.285061977,0.28,0.127949779,male
0.200433686,0.061835291,0.232795389,0.13556196,0.254178674,0.118616715,0.875986273,0.258209578,0.244495677,0.118140473,male
0.195847541,0.059568175,0.223202847,0.129537367,0.2486121,0.119074733,0.882147991,0.275661351,0.243131673,0.124312451,male
0.195953676,0.058995807,0.221515712,0.134565619,0.247393715,0.112828096,0.885604511,0.272303357,0.239630314,0.124132612,male
0.194059598,0.063240412,0.22673712,0.127608983,0.250779392,0.12317041,0.868906421,0.228162005,0.122800528,0.12852983,male
0.197885072,0.059483367,0.207123288,0.138082192,0.25260274,0.114520548,0.890649606,0.26514398,0.138630137,0.123779334,male
0.193424214,0.059779155,0.223093525,0.128920863,0.24323741,0.114316547,0.884640306,0.319014128,0.115827338,0.129153015,male
0.187943808,0.061098539,0.188652482,0.130567376,0.243758865,0.113191489,0.90060838,0.375838051,0.117163121,0.129869774,male
0.200861242,0.060700735,0.228884381,0.13346856,0.251034483,0.117565923,0.872884381,0.26542664,0.241947262,0.129865626,male
0.199589543,0.06352609,0.223647799,0.136918239,0.259748428,0.122830189,0.891061189,0.303123454,0.273396226,0.117279169,male
0.197851777,0.063804608,0.22388998,0.132573674,0.257445972,0.124872299,0.88365806,0.330403265,0.127072692,0.120762049,male
0.194961305,0.059432928,0.224825046,0.130460405,0.245451197,0.114990792,0.879061549,0.298724914,0.244935543,0.127857412,male
0.193492046,0.061710427,0.224521277,0.129202128,0.241276596,0.112074468,0.876795307,0.301940585,0.115053191,0.120308336,male
0.186506549,0.063278728,0.177670683,0.125568942,0.245890228,0.120321285,0.891677198,0.314426311,0.118447122,0.129999201,male
0.179100987,0.06070084,0.169263158,0.122105263,0.238736842,0.116631579,0.892616231,0.350054774,0.122105263,0.114859951,male
0.191023797,0.059708573,0.212926045,0.12829582,0.244437299,0.116141479,0.889086848,0.302065579,0.239485531,0.130176668,male
0.192621338,0.058554897,0.21728,0.133504,0.241472,0.107968,0.895598234,0.319341138,0.231616,0.123087746,male
0.199217361,0.060648002,0.219883946,0.137562863,0.255628627,0.118065764,0.887227849,0.258821468,0.268626692,0.118799152,male
0.189232285,0.062370951,0.180955224,0.13080597,0.252,0.12119403,0.899747162,0.341226723,0.12119403,0.133711903,male
0.194003486,0.06034874,0.192633181,0.134672755,0.254003044,0.119330289,0.885240963,0.271227516,0.132541857,0.129198105,male
0.185269829,0.058978908,0.168219178,0.129315068,0.243835616,0.114520548,0.892917352,0.321226506,0.243835616,0.123770708,male
0.194874522,0.062716831,0.216666667,0.130952381,0.254285714,0.123333333,0.877777478,0.289835322,0.125714286,0.124122888,male
0.192809251,0.061931762,0.213612903,0.131419355,0.252451613,0.121032258,0.889119269,0.320892585,0.128709677,0.142393403,male
0.182507762,0.05856048,0.157914692,0.137567141,0.247709321,0.11014218,0.890894951,0.346786966,0.138894155,0.131409588,male
0.189983202,0.060065325,0.19222061,0.133701016,0.244238026,0.11053701,0.903181472,0.33316006,0.118664731,0.122174398,male
0.189425986,0.060371137,0.206270928,0.128280061,0.246331811,0.11805175,0.905014688,0.333550533,0.125296804,0.127748174,male
0.191590704,0.059662313,0.220998152,0.130425139,0.242735675,0.112310536,0.869061977,0.224701073,0.225138632,0.118303156,male
0.198936982,0.063052823,0.224,0.133538462,0.261811966,0.128273504,0.870829728,0.259880559,0.267076923,0.131275355,male
0.185698574,0.058112498,0.175632184,0.134712644,0.23862069,0.103908046,0.902047795,0.330360145,0.12045977,0.136466264,male
0.188291306,0.060756819,0.196792453,0.128553459,0.243459119,0.11490566,0.898535535,0.359333688,0.117106918,0.130205412,male
0.186219164,0.060036013,0.213832853,0.122247839,0.238847262,0.116599424,0.884970403,0.318323382,0.244495677,0.117582064,male
0.185462507,0.058778874,0.198617157,0.126555698,0.237695262,0.111139565,0.903566629,0.362197267,0.115083227,0.118564447,male
0.191353396,0.058748855,0.195862069,0.134252874,0.242298851,0.108045977,0.908791759,0.360256872,0.235402299,0.130960603,male
0.189160077,0.061119498,0.181176471,0.130795848,0.251418685,0.120622837,0.896268771,0.363159394,0.125467128,0.121430013,male
0.17732967,0.058266805,0.163685801,0.124350453,0.234743202,0.110392749,0.907352302,0.390680443,0.120966767,0.115360632,male
0.186100909,0.057407561,0.181386861,0.130291971,0.23810219,0.107810219,0.904656084,0.315566613,0.127737226,0.135410201,male
0.18304563,0.058198596,0.155886525,0.13751773,0.244255319,0.106737589,0.887243714,0.28852774,0.138014184,0.121990552,male
0.194844864,0.060449235,0.221748252,0.128741259,0.243776224,0.115034965,0.879716712,0.257295039,0.115034965,0.122026316,male
0.189797944,0.061813105,0.214495413,0.126727829,0.244892966,0.118165138,0.898456662,0.347967962,0.121590214,0.119705594,male
0.198810571,0.060895554,0.227862069,0.133724138,0.250068966,0.116344828,0.879918289,0.285795152,0.246206897,0.138740188,male
0.190479103,0.061816188,0.194538153,0.130441767,0.250200803,0.119759036,0.898944987,0.365046146,0.114136546,0.126003342,male
0.185583994,0.061472466,0.185155196,0.128475034,0.241835358,0.113360324,0.896847335,0.298260364,0.119406208,0.128656128,male
0.195704983,0.060049025,0.225138632,0.127319778,0.246876155,0.119556377,0.87364291,0.290546081,0.118003697,0.118062521,male
0.191582729,0.061029831,0.193633803,0.134873239,0.251605634,0.116732394,0.904857946,0.332870863,0.270535211,0.129015302,male
0.188229185,0.062654108,0.159817352,0.132968037,0.254003044,0.121035008,0.874688228,0.286868677,0.141065449,0.131445758,male
0.174254534,0.061937584,0.190076104,0.113789954,0.219482496,0.105692542,0.937344899,0.579929385,0.217351598,0.126663687,male
0.184244561,0.061242014,0.195111111,0.124,0.236888889,0.112888889,0.939729654,0.504382747,0.239111111,0.116962866,male
0.184517183,0.060654986,0.190595065,0.132481858,0.239767779,0.107285922,0.933636953,0.425439533,0.195878084,0.121233545,male
0.185126389,0.060226694,0.199002494,0.126034913,0.235311721,0.109276808,0.936162942,0.465350278,0.252069825,0.118594879,male
0.179949194,0.057513135,0.192048558,0.134688923,0.218391502,0.08370258,0.933462163,0.47049235,0.206069803,0.119759367,male
0.1795573,0.063853112,0.18758427,0.127022472,0.233202247,0.106179775,0.949332119,0.58513996,0.253258427,0.126365013,male
0.191936187,0.056960625,0.20427673,0.132515723,0.235534591,0.103018868,0.910124594,0.337593407,0.197672956,0.113174985,male
0.183210437,0.060159808,0.188563135,0.132888244,0.235703919,0.102815675,0.934970134,0.466344024,0.193033382,0.137609131,male
0.187146907,0.059458435,0.198235995,0.130154946,0.227938021,0.097783075,0.925742379,0.42813039,0.198569726,0.123697996,male
0.190235564,0.056793186,0.205679012,0.138271605,0.236790123,0.098518519,0.924571293,0.361180501,0.225728395,0.116813538,male
0.180528667,0.061915604,0.18957606,0.13127182,0.225187032,0.093915212,0.934765304,0.538900078,0.18957606,0.120585945,male
0.204943667,0.058952794,0.219478261,0.160347826,0.253565217,0.093217391,0.912254969,0.324353796,0.252173913,0.117904784,male
0.194627989,0.056074326,0.201879589,0.163641703,0.242173275,0.078531571,0.911931877,0.287709482,0.201468429,0.112952923,male
0.198570077,0.06486674,0.221376281,0.136515373,0.255402635,0.118887262,0.920924962,0.465066052,0.26852123,0.127269104,male
0.186393472,0.05783605,0.198858397,0.136158068,0.228364435,0.092206367,0.927702479,0.377466802,0.218836443,0.118711083,male
0.189002547,0.061454938,0.202376238,0.135445545,0.234851485,0.099405941,0.928735068,0.472933675,0.215049505,0.114454149,male
0.180995786,0.06606347,0.193239437,0.124046095,0.235544174,0.111498079,0.947683827,0.582503484,0.230524968,0.120660751,male
0.189496372,0.061773924,0.201542416,0.136760925,0.243650386,0.10688946,0.935801639,0.463262867,0.276041131,0.130267409,male
0.184338938,0.055136164,0.197333333,0.140888889,0.216888889,0.076,0.910281494,0.360437869,0.198222222,0.112662692,male
0.191782317,0.05718025,0.213650794,0.137777778,0.233333333,0.095555556,0.914134747,0.398212963,0.233333333,0.127979149,male
0.189995095,0.060490796,0.196662909,0.133213078,0.246223224,0.113010147,0.924796745,0.3931752,0.198241263,0.117400707,male
0.192988943,0.070569323,0.222415669,0.128269859,0.253188248,0.12491839,0.927718361,0.577478039,0.25562568,0.128908054,male
0.183886114,0.063269921,0.195572519,0.128244275,0.240101781,0.111857506,0.943408745,0.569761534,0.241882952,0.133683055,male
0.186643054,0.062285477,0.203531828,0.130513347,0.238028747,0.1075154,0.935158517,0.539557153,0.240616016,0.114682533,male
0.190588799,0.05430954,0.201538462,0.146538462,0.237307692,0.090769231,0.917450833,0.370395352,0.199615385,0.12865102,male
0.201403062,0.059263889,0.217070707,0.144949495,0.25489899,0.109949495,0.917531564,0.366501978,0.259848485,0.131676142,male
0.189252879,0.056830315,0.195479256,0.141802575,0.236337625,0.09453505,0.930304104,0.379832003,0.196280401,0.123907868,male
0.179678133,0.086938705,0.212787944,0.110613563,0.255888052,0.145274489,0.944812861,0.599417109,0.277588805,0.128291503,male
0.197687748,0.056555234,0.212773893,0.146526807,0.246060606,0.0995338,0.910723434,0.286311059,0.246386946,0.12643208,male
0.18769226,0.05988937,0.199266055,0.143119266,0.23266055,0.089541284,0.928891707,0.450280269,0.206972477,0.119709974,male
0.197889212,0.058705142,0.211903323,0.136616314,0.249969789,0.113353474,0.913792999,0.32895409,0.260543807,0.12249583,male
0.186219654,0.05574032,0.19202934,0.145819071,0.23002445,0.084205379,0.932649127,0.425657704,0.228312958,0.130962361,male
0.203858251,0.0548433,0.224082232,0.156240822,0.246696035,0.090455213,0.889535933,0.250355534,0.225315712,0.110514073,male
0.193322456,0.056460004,0.205296443,0.138339921,0.241818182,0.103478261,0.907359785,0.349014441,0.196442688,0.119088487,male
0.18894073,0.05926744,0.192649573,0.138404558,0.244102564,0.105698006,0.935971941,0.417276999,0.250883191,0.119681118,male
0.189990799,0.060324368,0.204711908,0.126555698,0.239846351,0.113290653,0.92372862,0.397330615,0.200051216,0.129917025,male
0.211377749,0.056149789,0.234652956,0.174550129,0.254807198,0.080257069,0.894457422,0.303314441,0.247249357,0.122820094,male
0.202643941,0.053150572,0.223058104,0.156697248,0.244036697,0.08733945,0.875715208,0.227555014,0.222201835,0.13660896,male
0.198476258,0.055359389,0.218698225,0.143147929,0.242224852,0.099076923,0.896012417,0.294491432,0.242556213,0.131355746,male
0.193663865,0.059670695,0.201085595,0.134154489,0.248434238,0.114279749,0.920509546,0.406613714,0.259248434,0.12476966,male
0.192667648,0.057447277,0.208819715,0.145629053,0.24150454,0.095875486,0.923820158,0.423013978,0.242230869,0.130247577,male
0.196729877,0.060469195,0.210293706,0.140195804,0.242013986,0.101818182,0.925278263,0.410656377,0.234965035,0.135462688,male
0.204842376,0.058805432,0.22069869,0.154978166,0.25768559,0.102707424,0.922660742,0.380896268,0.268689956,0.104782843,male
0.200977031,0.057682577,0.219333333,0.148711111,0.2464,0.097688889,0.924650686,0.366638179,0.239866667,0.119180381,male
0.192339818,0.058945356,0.200636943,0.14,0.241358811,0.101358811,0.930679363,0.425201229,0.272569002,0.13424415,male
0.193219706,0.058535045,0.20595326,0.147404674,0.243837638,0.096432964,0.936119687,0.469121623,0.248659287,0.123763848,male
0.194966057,0.061517064,0.210245614,0.13394152,0.248888889,0.114947368,0.922617635,0.463174602,0.257403509,0.111045847,male
0.198727302,0.060825106,0.21,0.142930233,0.253953488,0.111023256,0.926903746,0.388860225,0.276093023,0.13001683,male
0.195423551,0.053962027,0.19937931,0.151586207,0.246206897,0.09462069,0.918871581,0.327490733,0.26937931,0.134786336,male
0.198814061,0.059886609,0.220801944,0.140850547,0.245978129,0.105127582,0.916437339,0.37576932,0.237472661,0.119048573,male
0.185771053,0.057833074,0.190595065,0.143047896,0.229608128,0.086560232,0.925754701,0.482850866,0.220261248,0.137189185,male
0.176334639,0.060896767,0.16846473,0.149488243,0.224232365,0.074744122,0.922531652,0.528765202,0.161106501,0.136946376,male
0.205414924,0.059739672,0.226114495,0.146650426,0.255785627,0.109135201,0.916849339,0.357592508,0.245213155,0.133017343,male
0.203441834,0.058441905,0.218382805,0.151033777,0.255926305,0.104892528,0.919086824,0.33702824,0.274841351,0.125785341,male
0.197558043,0.060940215,0.218408104,0.141013025,0.253256151,0.112243126,0.917317963,0.421470612,0.261360347,0.144151839,male
0.196224115,0.059408397,0.210384615,0.147307692,0.249615385,0.102307692,0.925481271,0.432530671,0.257307692,0.126552826,male
0.206079848,0.058980506,0.222475248,0.149009901,0.258514851,0.10950495,0.915713843,0.337847875,0.271683168,0.124146189,male
0.204184075,0.05747872,0.226963788,0.159108635,0.250752089,0.091643454,0.905140129,0.341053953,0.250362117,0.1282391,male
0.204271027,0.056171073,0.223183857,0.161345291,0.252376682,0.09103139,0.908991728,0.320214185,0.25426009,0.123040105,male
0.192763153,0.059135592,0.2163,0.126,0.2408,0.1148,0.900464259,0.392967401,0.24045,0.110623576,male
0.188054098,0.060833236,0.188243243,0.131959459,0.24972973,0.11777027,0.91931779,0.408695035,0.25777027,0.13003476,male
0.198922743,0.056058476,0.214939759,0.146506024,0.239518072,0.093012048,0.907643495,0.321171778,0.22939759,0.113894303,male
0.188418649,0.054544633,0.207123288,0.133767123,0.233972603,0.100205479,0.91023386,0.338377201,0.208561644,0.12519035,male
